"A","B","C","D","E","G","H","I","J","K","L","M","N"
84.1503509771503,84.1503509771503,87.7324713751884,120.727210065308,96.5126751656774,84.8847623635191,166.376324759021,166.447979740686,165.644134712694,174.784521113729,163.312237471985,162.767754476085,164.369675804028
105.319154054706,105.319154054706,109.5443805665,128.924776498923,115.841107173694,118.02440630529,181.270179198946,181.691012413027,180.861508681124,186.698058633637,175.807348206482,174.458102643156,177.801689582967
122.745911000963,122.745911000963,120.508674472765,137.54369249766,130.309211681288,189.252108664842,196.947904873692,191.427186749067,191.040111507597,192.11569595896,181.946904610157,180.878952455303,183.767629262126
