"A","B","C","D","E","G","H","I","J","K","L","M","N"
58.8594401205996,58.9522660233431,61.4751821681703,89.222055362838,70.9522336947901,60.8576956641785,153.338310341837,153.380943372083,153.397481795918,157.857832231674,147.304159405453,147.407367462038,147.942825005759
80.2141632080391,79.9331411679899,84.1374758693715,101.149123715086,90.4014325647037,107.947927242541,171.816654673176,172.184152189028,172.321593710238,172.088411407418,166.777571264481,166.895486175282,168.605483403053
96.3925679191959,97.7812008955478,92.0542015516412,112.92794143959,101.86075286377,223.90306611417,187.291273374686,188.531059693083,188.175727177607,185.964637157036,179.42100121149,179.583647069637,181.982185135497
