"Power","IMF1","IMF2","IMF3","IMF4","IMF5","Residue"
1315.6,120.4268147652,16.2700755207361,-61.2476217760153,-123.427671086113,-45.3965945888273,1408.97499716502
1324,139.142781446753,-33.1058260375389,-57.1060331345423,-106.98478012005,-37.1086142852893,1419.16247213067
1093.6,-171.737424799781,-30.4830480342073,-25.5676171908366,-81.0364453578724,-27.8963651122827,1430.32090049498
1563.3,143.832014564293,28.0642310235378,17.0361917454973,-49.981888957811,-17.9870617466057,1442.33651337109
1396.6,-103.562781628658,28.8251888596138,39.3687866728562,-15.4193782220959,-7.69457631379463,1455.08276063208
1536.9,56.5555557553246,-18.8091655699769,4.77937494351368,23.5430979375166,2.40008054417012,1468.43105638945
1501,-15.9434699630488,-14.8808113572211,-22.9370798529888,60.8768567214511,11.6245005624077,1482.2600038894
1540,-28.5353687280938,9.90696820442627,-46.1094229518287,88.8587408599702,19.4291736811691,1496.44990893436
1708.1,72.2327661814896,6.5034788681967,-9.95244304266178,103.036113655499,25.3917265999864,1510.88835773749
1605,-77.0468783125052,-15.6986113698844,36.334870005382,106.968000552597,28.9990169300073,1525.4436021944
1786.9,45.8571331316248,-2.01038878529146,71.1588730284112,102.111591881508,29.8209659631921,1539.96182478056
1824.2,30.6892828295009,17.5638963358893,107.784556862296,86.1051934569128,27.7654502719862,1554.29162024342
1777.2,17.96231664515,15.2634600878056,91.9776620307319,60.324778438168,23.3925282738441,1568.2792545243
1591.3,-60.0284429242358,7.98468300985533,15.3305582540597,28.5107649853974,17.7203154726882,1581.78212120224
1553.2,28.0960833170063,-6.31235204629588,-70.1319243256827,-4.78253454603107,11.6626061583815,1594.66812144262
1510,82.3573118405625,-23.1939393422756,-130.645228929149,-31.3512475839104,6.01734099329587,1606.81576302148
1335.2,-120.163122863193,-25.0915078323619,-91.2777677833079,-47.9181519304723,1.51539798435159,1618.13515242498
1668.7,93.8748616948277,7.93610501242492,-1.17003967546329,-58.8709733203895,-1.6390458583865,1628.56909214699
1773,83.4087922279958,24.683238389239,95.4244116501467,-65.0174408612775,-3.60097326944613,1638.10197186334
1628.5,-80.0535280612697,6.80685515598289,122.924060274326,-63.1954595139417,-4.74320970756717,1646.76128185247
1691,6.93525233226935,-10.7760789201492,104.250869063939,-58.5208041685411,-5.48535679702702,1654.59611848951
1612,-44.7410870778005,8.20611941255424,48.7962866310686,-56.0577561057555,-5.85651992811325,1661.65295706805
1676.7,70.3711622067426,12.766078475932,-14.5682349792373,-54.2766651732245,-5.58133718085051,1667.98899665064
1533.6,-14.1672667736667,-7.85540354280523,-64.7957563454773,-49.1781422618845,-4.0643885501934,1673.66095747403
1465.1,-71.1682525363566,-19.8727731456656,-84.0405703584751,-37.7839055237489,-0.76161242776845,1678.72711399201
1669.5,64.5484155411815,2.26709523879066,-68.0390061712436,-16.8799795706712,4.34770495401136,1683.25577000793
1688.4,5.38244119063639,16.1507568709433,-37.2115310673231,6.06264481331491,10.7182059601189,1687.29748223231
1766.7,29.3386629788528,-3.9984697926005,10.1845743238131,22.9093598444357,17.3800451957006,1690.8858274498
1692.9,-75.4242110627141,-12.1248988516116,27.5700544621042,35.5454389110644,23.3202193294326,1694.01339721172
1866.1,46.7311946921241,5.05894679439563,43.1903992031946,46.9911750882829,27.4705459197471,1696.65773830226
1885.8,48.5332939777175,15.3253462779083,40.8431471383834,53.2036513762211,29.0915567025924,1698.80300452718
1775.2,-20.2169431583098,2.64357923105476,17.7794436119226,46.8346851361653,27.6877997006264,1700.47143547854
1698.6,-44.1163402172595,-10.80058932024,-0.985480839621283,29.5839268350375,23.2021873202578,1701.71629622183
1711.9,8.71014633797743,-8.13574296212926,-12.508483055421,5.24743001009454,16.0071045904151,1702.57954507906
1694.5,-25.3178492149928,5.05165608273286,27.4703268993913,-22.7400130247914,6.94535764252996,1703.09052161513
1737.2,38.1735558854365,14.2164090547117,31.2486070168123,-46.9833420385893,-2.74355859029053,1703.28832867192
1692.4,50.0305447710914,10.3837403930491,-1.8779234549304,-57.7355400851379,-11.6686793003043,1703.26785767623
1614.8,56.9913380306798,-18.6924057821752,-58.2907361238139,-49.4934942339892,-18.8863394395523,1703.17163754885
